time (s),voltage (V),current (A)
24.6668088436705,1.38,7.478e-05
24.7591938955195,1.4,8.022e-05
24.8515789473684,1.42,8.605e-05
24.9439639992174,1.44,9.212e-05
25.0363490510663,1.46,9.843e-05
25.1287341029153,1.48,0.000105
25.2211191547642,1.5,0.0001119
25.3135042066132,1.52,0.0001191
25.4058892584621,1.54,0.0001267
25.4982743103111,1.56,0.0001344
25.5906593621601,1.58,0.0001426
25.683044414009,1.6,0.000151
25.775429465858,1.62,0.0001597
25.8678145177069,1.64,0.0001687
25.9601995695559,1.66,0.000178
26.0525846214048,1.68,0.0001876
26.1449696732538,1.7,0.0001975
26.2373547251027,1.72,0.0002076
26.3297397769517,1.74,0.0002182
26.4221248288006,1.76,0.0002289
26.5145098806496,1.78,0.0002399
26.6068949324985,1.8,0.0002511
26.6992799843475,1.82,0.0002625
26.7916650361964,1.84,0.0002742
26.8840500880454,1.86,0.0002859
26.9764351398943,1.88,0.0002979
27.0688201917433,1.9,0.00031
27.1612052435923,1.92,0.0003223
27.2535902954412,1.94,0.0003346
27.3459753472902,1.96,0.0003471
27.4383603991391,1.98,0.0003597
27.5307454509881,2,0.0003722
27.623130502837,2.02,0.0003844
27.715515554686,2.04,0.0003969
27.8079006065349,2.06,0.0004094
27.9002856583839,2.08,0.0004219
27.9926707102328,2.1,0.0004342
28.0850557620818,2.12,0.000446
28.1774408139307,2.14,0.0004581
28.2698258657797,2.16,0.0004699
28.3622109176286,2.18,0.0004814
28.4545959694776,2.2,0.0004926
28.5469810213266,2.22,0.0004789
28.6393660731755,2.24,0.0004898
28.7317511250245,2.24,0.000481
28.8241361768734,2.22,0.0004541
28.9165212287224,2.2,0.0004291
29.0089062805713,2.18,0.0004059
29.1012913324203,2.16,0.0003726
29.1936763842692,2.14,0.0003532
29.2860614361182,2.12,0.0003349
29.3784464879671,2.1,0.0003177
29.4708315398161,2.08,0.0003014
29.563216591665,2.06,0.0002859
29.655601643514,2.04,0.0002713
29.747986695363,2.02,0.0002574
29.8403717472119,2,0.0002442
29.9327567990609,1.98,0.0002317
30.0251418509098,1.96,0.0002198
30.1175269027588,1.94,0.0002086
30.2099119546077,1.92,0.0001978
30.3022970064567,1.9,0.0001875
30.3946820583056,1.88,0.0001777
30.4870671101546,1.86,0.0001684
30.5794521620035,1.84,0.0001594
30.6718372138525,1.82,0.0001509
30.7642222657014,1.8,0.0001427
30.8566073175504,1.78,0.000135
30.9489923693993,1.76,0.0001276
31.0413774212483,1.74,0.0001206
31.1337624730972,1.72,0.0001138
31.2261475249462,1.7,0.0001075
31.3185325767952,1.68,0.0001014
31.4109176286441,1.66,9.558e-05
31.5033026804931,1.64,9.006e-05
31.595687732342,1.62,8.482e-05
31.688072784191,1.6,7.983e-05
31.7804578360399,1.58,7.507e-05
31.8728428878889,1.56,7.054e-05
31.9652279397378,1.54,6.624e-05
32.0576129915868,1.52,6.216e-05
32.1499980434357,1.5,5.829e-05
32.2423830952847,1.48,5.458e-05
32.3347681471336,1.46,5.114e-05
32.4271531989826,1.44,4.785e-05
32.5195382508315,1.42,4.474e-05
32.6119233026805,1.4,4.181e-05
32.7043083545295,1.38,3.888e-05
32.7966934063784,1.36,3.629e-05
32.8890784582274,1.34,3.381e-05
32.9814635100763,1.32,3.149e-05
33.0738485619253,1.3,2.93e-05
33.1662336137742,1.28,2.724e-05
33.2586186656232,1.26,2.53e-05
33.3510037174721,1.24,2.347e-05
33.4433887693211,1.22,2.175e-05
33.53577382117,1.2,2.015e-05
33.628158873019,1.18,1.864e-05
33.7205439248679,1.16,1.722e-05
33.8129289767169,1.14,1.591e-05
33.9053140285658,1.12,1.466e-05
33.9976990804148,1.1,1.35e-05
34.0900841322637,1.08,1.242e-05
34.1824691841127,1.06,1.143e-05
34.2748542359617,1.04,1.05e-05
34.3672392878106,1.02,9.628e-06
34.4596243396596,1,8.823e-06
34.5520093915085,0.98,8.072e-06
34.6443944433575,0.96,7.376e-06
34.7367794952064,0.94,6.733e-06
34.8291645470554,0.92,6.141e-06
34.9215495989043,0.9,5.595e-06
35.0139346507533,0.88,5.089e-06
35.1063197026022,0.86,4.626e-06
35.1987047544512,0.84,4.197e-06
35.2910898063001,0.82,3.771e-06
35.3834748581491,0.8,3.411e-06
35.4758599099981,0.78,3.079e-06
35.568244961847,0.76,2.778e-06
35.660630013696,0.74,2.504e-06
35.7530150655449,0.72,2.253e-06
35.8454001173939,0.7,2.021e-06
35.9377851692428,0.68,1.81e-06
36.0301702210918,0.66,1.621e-06
36.1225552729407,0.64,1.449e-06
36.2149403247897,0.62,1.292e-06
36.3073253766386,0.6,1.151e-06
36.3997104284876,0.58,1.023e-06
36.4920954803365,0.56,9.069e-07
36.5844805321855,0.54,8.021e-07
36.6768655840344,0.52,7.059e-07
36.7692506358834,0.5,6.222e-07
36.8616356877323,0.48,5.47e-07
36.9540207395813,0.46,4.814e-07
37.0464057914303,0.44,4.203e-07
37.1387908432792,0.42,3.627e-07
37.2311758951282,0.4,3.151e-07
37.3235609469771,0.38,2.739e-07
37.4159459988261,0.36,2.363e-07
37.508331050675,0.34,2.039e-07
37.600716102524,0.32,1.735e-07
37.6931011543729,0.3,1.486e-07
37.7854862062219,0.28,1.266e-07
37.8778712580708,0.26,1.064e-07
37.9702563099198,0.24,8.938e-08
38.0626413617687,0.22,7.412e-08
38.1550264136177,0.2,6.172e-08
38.2474114654666,0.18,5.053e-08
38.3397965173156,0.16,4.103e-08
38.4321815691645,0.14,3.224e-08
38.5245666210135,0.12,2.523e-08
38.6169516728625,0.1,1.952e-08
38.7093367247114,0.08,1.454e-08
38.8017217765604,0.06,1.024e-08
39.3560320876541,0.05,7.544e-09
39.448417139503,0.07,1.084e-08
39.540802191352,0.09,1.482e-08
39.633187243201,0.11,1.954e-08
39.7255722950499,0.13,2.499e-08
39.8179573468989,0.15,3.156e-08
39.9103423987478,0.17,3.945e-08
40.0027274505968,0.19,4.868e-08
40.0951125024457,0.21,5.962e-08
40.1874975542947,0.23,7.229e-08
40.2798826061436,0.25,8.684e-08
40.3722676579926,0.27,1.041e-07
40.4646527098415,0.29,1.238e-07
40.5570377616905,0.31,1.463e-07
40.6494228135394,0.33,1.725e-07
40.7418078653884,0.35,2.022e-07
40.8341929172373,0.37,2.367e-07
40.9265779690863,0.39,2.756e-07
41.0189630209352,0.41,3.185e-07
41.1113480727842,0.43,3.692e-07
41.2037331246332,0.45,4.275e-07
41.2961181764821,0.47,4.931e-07
41.3885032283311,0.49,5.684e-07
41.48088828018,0.51,6.514e-07
41.573273332029,0.53,7.473e-07
41.6656583838779,0.55,8.521e-07
41.7580434357269,0.57,9.71e-07
41.8504284875758,0.59,1.106e-06
41.9428135394248,0.61,1.254e-06
42.0351985912737,0.63,1.424e-06
42.1275836431227,0.65,1.612e-06
42.2199686949716,0.67,1.82e-06
42.3123537468206,0.69,2.057e-06
42.4047387986695,0.71,2.314e-06
42.4971238505185,0.73,2.601e-06
42.5895089023674,0.75,2.923e-06
42.6818939542164,0.77,3.27e-06
42.7742790060654,0.79,3.653e-06
42.8666640579143,0.81,4.079e-06
42.9590491097633,0.83,4.541e-06
43.0514341616122,0.85,5.069e-06
43.1438192134612,0.87,5.622e-06
43.2362042653101,0.89,6.225e-06
43.3285893171591,0.91,6.886e-06
43.420974369008,0.93,7.613e-06
43.513359420857,0.95,8.398e-06
43.6057444727059,0.97,9.247e-06
43.6981295245549,0.99,1.018e-05
43.7905145764038,1.01,1.118e-05
43.8828996282528,1.03,1.226e-05
43.9752846801018,1.05,1.345e-05
44.0676697319507,1.07,1.471e-05
44.1600547837997,1.09,1.608e-05
44.2524398356486,1.11,1.755e-05
44.3448248874976,1.13,1.911e-05
44.4372099393465,1.15,2.08e-05
44.5295949911955,1.17,2.258e-05
44.6219800430444,1.19,2.449e-05
44.7143650948934,1.21,2.652e-05
44.8067501467423,1.23,2.869e-05
44.8991351985913,1.25,3.098e-05
44.9915202504402,1.27,3.343e-05
45.0839053022892,1.29,3.6e-05
45.1762903541381,1.31,3.874e-05
45.2686754059871,1.33,4.159e-05
45.361060457836,1.35,4.463e-05
45.453445509685,1.37,4.786e-05
45.545830561534,1.39,5.065e-05
45.6382156133829,1.41,5.415e-05
45.7306006652319,1.43,5.782e-05
45.8229857170808,1.45,6.166e-05
45.9153707689298,1.47,6.571e-05
46.0077558207787,1.49,6.989e-05
46.1001408726277,1.51,7.434e-05
46.1925259244766,1.53,7.888e-05
46.2849109763256,1.55,8.364e-05
46.3772960281745,1.57,8.856e-05
46.4696810800235,1.59,9.373e-05
46.5620661318724,1.61,9.905e-05
46.6544511837214,1.63,0.0001045
46.7468362355703,1.65,0.0001102
46.8392212874193,1.67,0.000116
46.9316063392683,1.69,0.000122
47.0239913911172,1.71,0.0001281
47.1163764429662,1.73,0.0001344
47.2087614948151,1.75,0.0001409
47.3011465466641,1.77,0.0001476
47.393531598513,1.79,0.0001544
47.485916650362,1.81,0.0001614
47.5783017022109,1.83,0.0001685
47.6706867540599,1.85,0.0001758
47.7630718059088,1.87,0.0001831
47.8554568577578,1.89,0.0001907
47.9478419096067,1.91,0.0001983
48.0402269614557,1.93,0.0002061
48.1326120133046,1.95,0.000214
48.2249970651536,1.97,0.0002219
48.3173821170026,1.99,0.0002299
48.4097671688515,2.01,0.0002381
48.5021522207005,2.03,0.0002462
48.5945372725494,2.05,0.0002544
48.6869223243984,2.07,0.0002627
48.7793073762473,2.09,0.000271
48.8716924280963,2.11,0.0002793
48.9640774799452,2.13,0.0002878
49.0564625317942,2.15,0.0002961
49.1488475836431,2.17,0.0003045
49.2412326354921,2.19,0.0003127
49.333617687341,2.21,0.000321
49.42600273919,2.23,0.0003295
49.5183877910389,2.25,0.0003377
49.6107728428879,2.27,0.0003459
49.7031578947368,2.29,0.0003541
49.7955429465858,2.31,0.0003623
49.8879279984348,2.33,0.0003701
49.9803130502837,2.35,0.0003778
50.0726981021327,2.37,0.0003854
50.1650831539816,2.39,0.0003929
50.2574682058306,2.41,0.0004001
50.3498532576795,2.43,0.0004071
50.4422383095285,2.45,0.0004139
50.5346233613774,2.47,0.0004207
50.6270084132264,2.49,0.0004268
50.7193934650753,2.49,0.0004175
50.8117785169243,2.47,0.000395
50.9041635687732,2.45,0.0003741
50.9965486206222,2.43,0.000355
51.0889336724711,2.41,0.000337
51.1813187243201,2.39,0.0003204
51.2737037761691,2.37,0.0003046
51.366088828018,2.35,0.0002899
51.458473879867,2.33,0.0002761
51.5508589317159,2.31,0.000263
51.6432439835649,2.29,0.0002507
51.7356290354138,2.27,0.000239
51.8280140872628,2.25,0.0002278
51.9203991391117,2.23,0.0002173
52.0127841909607,2.21,0.0002072
52.1051692428096,2.19,0.0001975
52.1975542946586,2.17,0.0001882
52.2899393465075,2.15,0.0001795
52.3823243983565,2.13,0.000171
52.4747094502055,2.11,0.0001631
52.5670945020544,2.09,0.0001554
52.6594795539034,2.07,0.0001481
52.7518646057523,2.05,0.0001411
52.8442496576013,2.03,0.0001344
52.9366347094502,2.01,0.000128
53.0290197612992,1.99,0.0001218
53.1214048131481,1.97,0.000116
53.2137898649971,1.95,0.0001104
53.306174916846,1.93,0.000105
53.398559968695,1.91,9.987e-05
53.4909450205439,1.89,9.492e-05
53.5833300723929,1.87,9.021e-05
53.6757151242418,1.85,8.572e-05
53.7681001760908,1.83,8.14e-05
53.8604852279397,1.81,7.726e-05
53.9528702797887,1.79,7.334e-05
54.0452553316377,1.77,6.956e-05
54.1376403834866,1.75,6.599e-05
54.2300254353356,1.73,6.25e-05
54.3224104871845,1.71,5.918e-05
54.4147955390335,1.69,5.608e-05
54.5071805908824,1.67,5.307e-05
54.5995656427314,1.65,5.02e-05
54.6919506945803,1.63,4.744e-05
54.7843357464293,1.61,4.483e-05
54.8767207982782,1.59,4.237e-05
54.9691058501272,1.57,3.995e-05
55.0614909019761,1.55,3.768e-05
55.1538759538251,1.53,3.552e-05
55.246261005674,1.51,3.347e-05
55.338646057523,1.49,3.152e-05
55.4310311093719,1.47,2.968e-05
55.5234161612209,1.45,2.79e-05
55.6158012130699,1.43,2.624e-05
55.7081862649188,1.41,2.465e-05
55.8005713167678,1.39,2.315e-05
55.8929563686167,1.37,2.172e-05
55.9853414204657,1.35,2.037e-05
56.0777264723146,1.33,1.909e-05
56.1701115241636,1.31,1.785e-05
56.2624965760125,1.29,1.671e-05
56.3548816278615,1.27,1.561e-05
56.4472666797104,1.25,1.459e-05
56.5396517315594,1.23,1.363e-05
56.6320367834083,1.21,1.271e-05
56.7244218352573,1.19,1.183e-05
56.8168068871062,1.17,1.103e-05
56.9091919389552,1.15,1.027e-05
57.0015769908042,1.13,9.544e-06
57.0939620426531,1.11,8.87e-06
57.1863470945021,1.09,8.219e-06
57.278732146351,1.07,7.626e-06
57.3711171982,1.05,7.053e-06
57.4635022500489,1.03,6.529e-06
57.5558873018979,1.01,6.031e-06
57.6482723537468,0.99,5.564e-06
57.7406574055958,0.97,5.133e-06
57.8330424574447,0.95,4.727e-06
57.9254275092937,0.93,4.349e-06
58.0178125611426,0.91,3.978e-06
58.1101976129916,0.89,3.649e-06
58.2025826648405,0.87,3.346e-06
58.2949677166895,0.85,3.06e-06
58.3873527685384,0.83,2.797e-06
58.4797378203874,0.81,2.554e-06
58.5721228722364,0.79,2.327e-06
58.6645079240853,0.77,2.117e-06
58.7568929759343,0.75,1.925e-06
58.8492780277832,0.73,1.745e-06
58.9416630796322,0.71,1.582e-06
59.0340481314811,0.69,1.429e-06
59.1264331833301,0.67,1.293e-06
59.218818235179,0.65,1.166e-06
59.311203287028,0.63,1.049e-06
59.4035883388769,0.61,9.408e-07
59.4959733907259,0.59,8.432e-07
59.5883584425749,0.57,7.547e-07
59.6807434944238,0.55,6.731e-07
59.7731285462728,0.53,6.004e-07
59.8655135981217,0.51,5.34e-07
59.9578986499707,0.49,4.723e-07
60.0502837018196,0.47,4.172e-07
60.1426687536686,0.45,3.639e-07
60.2350538055175,0.43,3.195e-07
60.3274388573665,0.41,2.801e-07
60.4198239092154,0.39,2.448e-07
60.5122089610644,0.37,2.128e-07
60.6045940129133,0.35,1.842e-07
60.6969790647623,0.33,1.59e-07
60.7893641166112,0.31,1.363e-07
60.8817491684602,0.29,1.165e-07
60.9741342203091,0.27,9.918e-08
61.0665192721581,0.25,8.391e-08
61.1589043240071,0.23,7.047e-08
61.251289375856,0.21,5.878e-08
61.343674427705,0.19,4.852e-08
61.4360594795539,0.17,3.922e-08
61.5284445314029,0.15,3.176e-08
61.6208295832518,0.13,2.527e-08
61.7132146351008,0.11,1.983e-08
61.8055996869497,0.09,1.511e-08
61.8979847387987,0.07,1.11e-08
61.9903697906476,0.05,7.601e-09
62.5446801017414,0.06,8.35e-09
62.6370651535903,0.08,1.159e-08
62.7294502054393,0.1,1.541e-08
62.8218352572882,0.12,1.999e-08
62.9142203091372,0.14,2.552e-08
63.0066053609861,0.16,3.186e-08
63.0989904128351,0.18,3.913e-08
63.191375464684,0.2,4.796e-08
63.283760516533,0.22,5.829e-08
63.3761455683819,0.24,7.039e-08
63.4685306202309,0.26,8.393e-08
63.5609156720798,0.28,9.993e-08
63.6533007239288,0.3,1.182e-07
63.7456857757777,0.32,1.387e-07
63.8380708276267,0.34,1.623e-07
63.9304558794757,0.36,1.897e-07
64.0228409313246,0.38,2.208e-07
64.1152259831736,0.4,2.559e-07
64.2076110350225,0.42,2.963e-07
64.2999960868715,0.44,3.407e-07
64.3923811387204,0.46,3.908e-07
64.4847661905694,0.48,4.484e-07
64.5771512424183,0.5,5.148e-07
64.6695362942673,0.52,5.858e-07
64.7619213461162,0.54,6.661e-07
64.8543063979652,0.56,7.555e-07
64.9466914498141,0.58,8.56e-07
65.0390765016631,0.6,9.668e-07
65.131461553512,0.62,1.091e-06
65.223846605361,0.64,1.228e-06
65.3162316572099,0.66,1.377e-06
65.4086167090589,0.68,1.545e-06
65.5010017609079,0.7,1.732e-06
65.5933868127568,0.72,1.937e-06
65.6857718646058,0.74,2.162e-06
65.7781569164547,0.76,2.406e-06
65.8705419683037,0.78,2.681e-06
65.9629270201526,0.8,2.978e-06
66.0553120720016,0.82,3.301e-06
66.1476971238505,0.84,3.654e-06
66.2400821756995,0.86,4.039e-06
66.3324672275484,0.88,4.453e-06
66.4248522793974,0.9,4.912e-06
66.5172373312463,0.92,5.394e-06
66.6096223830953,0.94,5.924e-06
66.7020074349442,0.96,6.491e-06
66.7943924867932,0.98,7.102e-06
66.8867775386421,1,7.774e-06
66.9791625904911,1.02,8.485e-06
67.0715476423401,1.04,9.248e-06
67.163932694189,1.06,1.007e-05
67.256317746038,1.08,1.094e-05
67.3487027978869,1.1,1.188e-05
67.4410878497359,1.12,1.288e-05
67.5334729015848,1.14,1.395e-05
67.6258579534338,1.16,1.508e-05
67.7182430052827,1.18,1.628e-05
67.8106280571317,1.2,1.755e-05
67.9030131089806,1.22,1.892e-05
67.9953981608296,1.24,2.034e-05
68.0877832126785,1.26,2.187e-05
68.1801682645275,1.28,2.346e-05
68.2725533163764,1.3,2.515e-05
68.3649383682254,1.32,2.692e-05
68.4573234200744,1.34,2.878e-05
68.5497084719233,1.36,3.073e-05
68.6420935237723,1.38,3.275e-05
68.7344785756212,1.4,3.486e-05
68.8268636274702,1.42,3.71e-05
68.9192486793191,1.44,3.945e-05
69.0116337311681,1.46,4.188e-05
69.104018783017,1.48,4.442e-05
69.196403834866,1.5,4.705e-05
69.2887888867149,1.52,4.978e-05
69.3811739385639,1.54,5.19e-05
69.4735589904128,1.56,5.485e-05
69.5659440422618,1.58,5.791e-05
69.6583290941108,1.6,6.11e-05
69.7507141459597,1.62,6.439e-05
69.8430991978087,1.64,6.781e-05
69.9354842496576,1.66,7.125e-05
70.0278693015066,1.68,7.481e-05
70.1202543533555,1.7,7.848e-05
70.2126394052045,1.72,8.227e-05
70.3050244570534,1.74,8.618e-05
70.3974095089024,1.76,9.02e-05
70.4897945607513,1.78,9.429e-05
70.5821796126003,1.8,9.851e-05
70.6745646644492,1.82,0.0001028
